metric,estimator,estimate,config,null_model_avg,seed,dataset
rsq,standard,0.138820972248241,Preprocessor1_Model1,NA,7471,acetate_microbe_taxaHFE
ccc,standard,0.210689902280389,Preprocessor1_Model1,-7.96172086832408e-33,1525,acetate_microbe_taxaHFE
mae,standard,6.64872443190127,Preprocessor1_Model1,6.80358952474403,1525,acetate_microbe_taxaHFE
rmse,standard,8.80462900390292,Preprocessor1_Model1,8.74278993481065,1525,acetate_microbe_taxaHFE
rsq,standard,0.287919197674205,Preprocessor1_Model1,NA,1525,acetate_microbe_taxaHFE
ccc,standard,0.162884391829017,Preprocessor1_Model1,1.0156757212654e-33,7268,acetate_microbe_taxaHFE
mae,standard,6.64086049383349,Preprocessor1_Model1,7.01162551451758,7268,acetate_microbe_taxaHFE
rmse,standard,8.80686859104158,Preprocessor1_Model1,9.03133666716668,7268,acetate_microbe_taxaHFE
rsq,standard,0.197658947815264,Preprocessor1_Model1,NA,7268,acetate_microbe_taxaHFE
ccc,standard,0.196029986184526,Preprocessor1_Model1,2.30580998862786e-32,1378,acetate_microbe_taxaHFE
mae,standard,5.95233075671732,Preprocessor1_Model1,6.99097389397461,1378,acetate_microbe_taxaHFE
rmse,standard,7.16358378826588,Preprocessor1_Model1,9.01950377868701,1378,acetate_microbe_taxaHFE
rsq,standard,0.165829154318904,Preprocessor1_Model1,NA,1378,acetate_microbe_taxaHFE
ccc,standard,0.106249162155747,Preprocessor1_Model1,-9.61400936055608e-35,400,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.048885554534722,Preprocessor1_Model1,0.0490936782836681,400,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0619281773960805,Preprocessor1_Model1,0.0595347589031236,400,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.0636148352687405,Preprocessor1_Model1,NA,400,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.177332404724204,Preprocessor1_Model1,-1.52498357960103e-34,9142,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.047094645603285,Preprocessor1_Model1,0.0496205702008631,9142,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0592078714572313,Preprocessor1_Model1,0.0600094354299462,9142,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.191136092133198,Preprocessor1_Model1,NA,9142,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.171646562884473,Preprocessor1_Model1,3.7821484191915e-35,607,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.0467349819968254,Preprocessor1_Model1,0.0494618858951375,607,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0571449347053629,Preprocessor1_Model1,0.0592522670121038,607,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.103228981393034,Preprocessor1_Model1,NA,607,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.157570792666248,Preprocessor1_Model1,-6.15338499000546e-36,7053,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.0449170467861429,Preprocessor1_Model1,0.0487737999306243,7053,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0563833332194336,Preprocessor1_Model1,0.0585945093878108,7053,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.114451039931909,Preprocessor1_Model1,NA,7053,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.0445957957925521,Preprocessor1_Model1,3.7116232353982e-36,507,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.0482941182098302,Preprocessor1_Model1,0.0490668970140331,507,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0564350335529302,Preprocessor1_Model1,0.0596056475055367,507,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.0077956834524016,Preprocessor1_Model1,NA,507,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.159760414856547,Preprocessor1_Model1,5.44874547884147e-35,8636,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.0453417273644572,Preprocessor1_Model1,0.0494438798942659,8636,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0547325277515416,Preprocessor1_Model1,0.0598484814429032,8636,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.0563309326549548,Preprocessor1_Model1,NA,8636,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.13174683869505,Preprocessor1_Model1,6.16129375923422e-35,7471,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.0490834959522664,Preprocessor1_Model1,0.0493980079216417,7471,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0606559765042085,Preprocessor1_Model1,0.0593836939042327,7471,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.0821702173743469,Preprocessor1_Model1,NA,7471,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.20631290353745,Preprocessor1_Model1,0,1525,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.0484168428495229,Preprocessor1_Model1,0.0492831019173133,1525,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0582951357233414,Preprocessor1_Model1,0.059829233827084,1525,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.170239676058298,Preprocessor1_Model1,NA,1525,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.112233137606681,Preprocessor1_Model1,-3.71322609197816e-35,7268,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.0423840846959698,Preprocessor1_Model1,0.0487992538763371,7268,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0517109493247498,Preprocessor1_Model1,0.0587615889062679,7268,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.0479406697963658,Preprocessor1_Model1,NA,7268,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.0849166844466807,Preprocessor1_Model1,1.59808351304362e-34,1378,acetate_norm_ratio_dist_food_taxaHFE
mae,standard,0.0480125343998044,Preprocessor1_Model1,0.0490159773051288,1378,acetate_norm_ratio_dist_food_taxaHFE
rmse,standard,0.0614989799148249,Preprocessor1_Model1,0.0594546332654385,1378,acetate_norm_ratio_dist_food_taxaHFE
rsq,standard,0.0399410100073335,Preprocessor1_Model1,NA,1378,acetate_norm_ratio_dist_food_taxaHFE
ccc,standard,0.391209463166378,Preprocessor1_Model1,-6.93560887909167e-36,400,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0409052964823313,Preprocessor1_Model1,0.0494059481304398,400,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0493055201140235,Preprocessor1_Model1,0.0597339271109118,400,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.314895352143241,Preprocessor1_Model1,NA,400,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.326642121692591,Preprocessor1_Model1,7.46816545821468e-35,9142,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.045708019486648,Preprocessor1_Model1,0.050080076457589,9142,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0552112977373927,Preprocessor1_Model1,0.0606337824991217,9142,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.208192502442938,Preprocessor1_Model1,NA,9142,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.3100904957564,Preprocessor1_Model1,-2.08886114348781e-34,607,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0480577979428413,Preprocessor1_Model1,0.0507459962623172,607,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0602412364781572,Preprocessor1_Model1,0.0612314716773666,607,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.263883826638581,Preprocessor1_Model1,NA,607,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.440409968293187,Preprocessor1_Model1,0,7053,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0423331737368333,Preprocessor1_Model1,0.0503047625642286,7053,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0517508541918265,Preprocessor1_Model1,0.0603250614142172,7053,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.490857181917695,Preprocessor1_Model1,NA,7053,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.397522875224846,Preprocessor1_Model1,1.82093687644762e-34,507,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0391215872196998,Preprocessor1_Model1,0.0501582520178964,507,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0494188444443857,Preprocessor1_Model1,0.0607953229273726,507,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.357512750337523,Preprocessor1_Model1,NA,507,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.336452007085506,Preprocessor1_Model1,-3.68780745207759e-36,8636,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0397005829656694,Preprocessor1_Model1,0.0501753274615112,8636,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0513464307444819,Preprocessor1_Model1,0.0606398033726187,8636,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.181283677763191,Preprocessor1_Model1,NA,8636,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.322818830772248,Preprocessor1_Model1,1.77442737011505e-35,7471,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0454810869209277,Preprocessor1_Model1,0.0493500496776185,7471,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.058463377941319,Preprocessor1_Model1,0.059489682481957,7471,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.313605249343252,Preprocessor1_Model1,NA,7471,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.290502484649411,Preprocessor1_Model1,-4.01927167308119e-35,1525,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0457697829175351,Preprocessor1_Model1,0.0499231581528051,1525,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0583725522634775,Preprocessor1_Model1,0.059885047416041,1525,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.170447606690204,Preprocessor1_Model1,NA,1525,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.282924647806506,Preprocessor1_Model1,-1.21312116624911e-35,7268,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0433258275959238,Preprocessor1_Model1,0.0496871825282441,7268,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0530124162207965,Preprocessor1_Model1,0.0600309322234148,7268,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.147048637189174,Preprocessor1_Model1,NA,7268,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,0.461171938235097,Preprocessor1_Model1,0,1378,acetate_norm_ratio_dist_microbe_taxaHFE
mae,standard,0.0403665219676594,Preprocessor1_Model1,0.0489113577190371,1378,acetate_norm_ratio_dist_microbe_taxaHFE
rmse,standard,0.0479156865222081,Preprocessor1_Model1,0.0586653170840377,1378,acetate_norm_ratio_dist_microbe_taxaHFE
rsq,standard,0.381526082699247,Preprocessor1_Model1,NA,1378,acetate_norm_ratio_dist_microbe_taxaHFE
ccc,standard,-0.00996742926098885,Preprocessor1_Model1,-8.92200993794166e-35,400,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0511788174030446,Preprocessor1_Model1,0.0505562586549017,400,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0640746886546301,Preprocessor1_Model1,0.0609465459906275,400,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.00135700848409051,Preprocessor1_Model1,NA,400,asa_fecal_acetate_norm_ratio_dist
ccc,standard,-0.00719677619839968,Preprocessor1_Model1,-1.51008349888377e-34,9142,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0519737686593273,Preprocessor1_Model1,0.0493393446719387,9142,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0640209691548948,Preprocessor1_Model1,0.0593612262942458,9142,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.00101383514153307,Preprocessor1_Model1,NA,9142,asa_fecal_acetate_norm_ratio_dist
ccc,standard,0.0345029713723922,Preprocessor1_Model1,1.52406433816959e-34,607,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0493992049601296,Preprocessor1_Model1,0.0495914536563956,607,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0592989365692029,Preprocessor1_Model1,0.0596079313661742,607,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.00609867458665303,Preprocessor1_Model1,NA,607,asa_fecal_acetate_norm_ratio_dist
ccc,standard,0.0361264853862823,Preprocessor1_Model1,-1.02167366178014e-34,7053,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0475073854862824,Preprocessor1_Model1,0.0491266825058256,7053,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0554555984159311,Preprocessor1_Model1,0.0589490616253642,7053,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.00516047787714142,Preprocessor1_Model1,NA,7053,asa_fecal_acetate_norm_ratio_dist
ccc,standard,0.0344059971147292,Preprocessor1_Model1,1.00893512950029e-34,507,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.049328865509237,Preprocessor1_Model1,0.0497982892460254,507,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0622394302840887,Preprocessor1_Model1,0.0600308372580141,507,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.0239467944975899,Preprocessor1_Model1,NA,507,asa_fecal_acetate_norm_ratio_dist
ccc,standard,0.016349717944461,Preprocessor1_Model1,-5.99986799931203e-35,8636,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0491369015178788,Preprocessor1_Model1,0.0503193324597858,8636,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0571267379345154,Preprocessor1_Model1,0.0606775614213116,8636,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.000983496785064166,Preprocessor1_Model1,NA,8636,asa_fecal_acetate_norm_ratio_dist
ccc,standard,-0.0942421406815497,Preprocessor1_Model1,-6.68745701070511e-35,7471,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0568418890739034,Preprocessor1_Model1,0.0488600961063669,7471,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0666004159758594,Preprocessor1_Model1,0.0583213223165717,7471,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.0420762102268424,Preprocessor1_Model1,NA,7471,asa_fecal_acetate_norm_ratio_dist
ccc,standard,0.0561910183024013,Preprocessor1_Model1,-4.53327073495742e-35,1525,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0460254291421144,Preprocessor1_Model1,0.0495394370985393,1525,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0548913706458537,Preprocessor1_Model1,0.0602428414486534,1525,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.0575370872791004,Preprocessor1_Model1,NA,1525,asa_fecal_acetate_norm_ratio_dist
ccc,standard,-0.0250196120349,Preprocessor1_Model1,8.54613800258505e-35,7268,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0557000559931234,Preprocessor1_Model1,0.0491914676405925,7268,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.068312880653869,Preprocessor1_Model1,0.0591277848946541,7268,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.00275782946944924,Preprocessor1_Model1,NA,7268,asa_fecal_acetate_norm_ratio_dist
ccc,standard,0.00327908097646694,Preprocessor1_Model1,-3.49280544667134e-35,1378,asa_fecal_acetate_norm_ratio_dist
mae,standard,0.0502573320651572,Preprocessor1_Model1,0.0498696898503234,1378,asa_fecal_acetate_norm_ratio_dist
rmse,standard,0.0581335966727624,Preprocessor1_Model1,0.060790115017057,1378,asa_fecal_acetate_norm_ratio_dist
rsq,standard,0.00017634068099882,Preprocessor1_Model1,NA,1378,asa_fecal_acetate_norm_ratio_dist
ccc,standard,0.0826371416265874,Preprocessor1_Model1,-9.24376678762617e-33,400,asa_fecal_acetate
mae,standard,6.93732433732545,Preprocessor1_Model1,6.7388675305822,400,asa_fecal_acetate
rmse,standard,9.25542538154218,Preprocessor1_Model1,8.5807753617251,400,asa_fecal_acetate
rsq,standard,0.0516217434578908,Preprocessor1_Model1,NA,400,asa_fecal_acetate
ccc,standard,-0.00856339647132902,Preprocessor1_Model1,-5.09005926789472e-33,9142,asa_fecal_acetate
mae,standard,6.65343950321444,Preprocessor1_Model1,6.71997516432251,9142,asa_fecal_acetate
rmse,standard,8.02691274697966,Preprocessor1_Model1,8.53519254354522,9142,asa_fecal_acetate
rsq,standard,0.000612762514114694,Preprocessor1_Model1,NA,9142,asa_fecal_acetate
ccc,standard,0.0387737701918419,Preprocessor1_Model1,7.49132902998099e-33,607,asa_fecal_acetate
mae,standard,6.91697310606638,Preprocessor1_Model1,6.90232874691795,607,asa_fecal_acetate
rmse,standard,8.98213748047024,Preprocessor1_Model1,8.76687319370725,607,asa_fecal_acetate
rsq,standard,0.00679087169660886,Preprocessor1_Model1,NA,607,asa_fecal_acetate
ccc,standard,0.0255145142244013,Preprocessor1_Model1,-4.76559353260132e-33,7053,asa_fecal_acetate
mae,standard,6.95226804677956,Preprocessor1_Model1,6.66775170938469,7053,asa_fecal_acetate
rmse,standard,9.39413392412001,Preprocessor1_Model1,8.32957014746568,7053,asa_fecal_acetate
rsq,standard,0.0117125144339646,Preprocessor1_Model1,NA,7053,asa_fecal_acetate
ccc,standard,0.0620431067857887,Preprocessor1_Model1,3.22817789302074e-33,507,asa_fecal_acetate
mae,standard,6.7560330147202,Preprocessor1_Model1,6.86622755822729,507,asa_fecal_acetate
rmse,standard,9.05161190135771,Preprocessor1_Model1,8.76027200819157,507,asa_fecal_acetate
rsq,standard,0.018872897470073,Preprocessor1_Model1,NA,507,asa_fecal_acetate
ccc,standard,0.0214798969267878,Preprocessor1_Model1,0,8636,asa_fecal_acetate
mae,standard,7.13820015296102,Preprocessor1_Model1,6.762830382671,8636,asa_fecal_acetate
rmse,standard,8.95153637613294,Preprocessor1_Model1,8.59579453031867,8636,asa_fecal_acetate
rsq,standard,0.00499783072850508,Preprocessor1_Model1,NA,8636,asa_fecal_acetate
ccc,standard,0.00392177192130639,Preprocessor1_Model1,1.79065210300747e-33,7471,asa_fecal_acetate
mae,standard,6.9960869363105,Preprocessor1_Model1,6.84298301928715,7471,asa_fecal_acetate
rmse,standard,9.14769472055421,Preprocessor1_Model1,8.77252092979634,7471,asa_fecal_acetate
rsq,standard,0.000143545458740054,Preprocessor1_Model1,NA,7471,asa_fecal_acetate
ccc,standard,0.0102261643869876,Preprocessor1_Model1,-4.56127864014025e-33,1525,asa_fecal_acetate
mae,standard,6.99325994132892,Preprocessor1_Model1,6.76460795980108,1525,asa_fecal_acetate
rmse,standard,8.9703301452671,Preprocessor1_Model1,8.66845773640376,1525,asa_fecal_acetate
rsq,standard,0.000858798270159131,Preprocessor1_Model1,NA,1525,asa_fecal_acetate
ccc,standard,0.0470856582910549,Preprocessor1_Model1,5.12433891127694e-33,7268,asa_fecal_acetate
mae,standard,7.47564651592916,Preprocessor1_Model1,6.77460157848935,7268,asa_fecal_acetate
rmse,standard,9.81921306330319,Preprocessor1_Model1,8.57612885485729,7268,asa_fecal_acetate
rsq,standard,0.0179050591276149,Preprocessor1_Model1,NA,7268,asa_fecal_acetate
ccc,standard,0.0313937459299038,Preprocessor1_Model1,1.67985697323143e-32,1378,asa_fecal_acetate
mae,standard,5.6559748369272,Preprocessor1_Model1,6.82825416327008,1378,asa_fecal_acetate
rmse,standard,6.74501824957645,Preprocessor1_Model1,8.66262613990196,1378,asa_fecal_acetate
rsq,standard,0.00806342069437916,Preprocessor1_Model1,NA,1378,asa_fecal_acetate
ccc,standard,0.0379630053837476,Preprocessor1_Model1,1.50360266101606e-34,400,asa_fecal_new_butyrate_norm_ratio_dist
mae,standard,0.0422518035421847,Preprocessor1_Model1,0.042543817063432,400,asa_fecal_new_butyrate_norm_ratio_dist
rmse,standard,0.053012172508873,Preprocessor1_Model1,0.0529838816090267,400,asa_fecal_new_butyrate_norm_ratio_dist
rsq,standard,0.0179681155147699,Preprocessor1_Model1,NA,400,asa_fecal_new_butyrate_norm_ratio_dist
ccc,standard,0.031341566979131,Preprocessor1_Model1,-1.90882819737352e-34,9142,asa_fecal_new_butyrate_norm_ratio_dist
mae,standard,0.0463897994966714,Preprocessor1_Model1,0.04322415188633,9142,asa_fecal_new_butyrate_norm_ratio_dist
rmse,standard,0.0602234362950196,Preprocessor1_Model1,0.0541053284824318,9142,asa_fecal_new_butyrate_norm_ratio_dist
rsq,standard,0.00494329353388859,Preprocessor1_Model1,NA,9142,asa_fecal_new_butyrate_norm_ratio_dist
ccc,standard,-0.000885208026710904,Preprocessor1_Model1,-1.09585005836237e-34,607,asa_fecal_new_butyrate_norm_ratio_dist
